Datum,Gemischtwarenladen,Feiertag,Sonderaktionen,Kundenfrequenz,Beleggröße,Produktverkäufe
20/05/2019,7,NEIN,NEIN,717,29.10 €,"20,872.96 €"
21/05/2019,7,NEIN,NEIN,1098,25.56 €,"28,078.90 €"
22/05/2019,7,NEIN,NEIN,434,37.73 €,"16,378.76 €"
23/05/2019,7,NEIN,NEIN,865,29.05 €,"25,142.82 €"
24/05/2019,7,NEIN,NEIN,1237,45.47 €,"56,232.12 €"
25/05/2019,7,NEIN,NEIN,1593,33.12 €,"52,773.59 €"
26/05/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
27/05/2019,7,NEIN,NEIN,381,48.49 €,"18,493.18 €"
28/05/2019,7,NEIN,NEIN,846,27.53 €,"23,285.10 €"
29/05/2019,7,NEIN,NEIN,776,33.71 €,"26,146.48 €"
30/05/2019,7,JA,JA,0,0.00 €,0.00 €
31/05/2019,7,NEIN,NEIN,2012,27.01 €,"54,359.38 €"
01/06/2019,7,NEIN,NEIN,1773,36.30 €,"64,379.00 €"
02/06/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
03/06/2019,7,NEIN,NEIN,956,32.17 €,"30,757.36 €"
04/06/2019,7,NEIN,NEIN,652,42.69 €,"27,836.01 €"
05/06/2019,7,NEIN,NEIN,581,41.61 €,"24,175.28 €"
06/06/2019,7,NEIN,NEIN,817,26.95 €,"22,015.32 €"
07/06/2019,7,NEIN,NEIN,4646,11.74 €,"54,549.83 €"
08/06/2019,7,NEIN,NEIN,2380,29.42 €,"70,037.12 €"
09/06/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
10/06/2019,7,JA,JA,0,0.00 €,0.00 €
11/06/2019,7,NEIN,JA,1002,39.87 €,"39,948.60 €"
12/06/2019,7,NEIN,NEIN,601,44.10 €,"26,509.85 €"
13/06/2019,7,NEIN,NEIN,946,22.81 €,"21,575.63 €"
14/06/2019,7,NEIN,NEIN,1599,39.39 €,"62,989.37 €"
15/06/2019,7,NEIN,NEIN,1906,30.50 €,"58,129.67 €"
16/06/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
17/06/2019,7,NEIN,NEIN,860,30.57 €,"26,299.60 €"
18/06/2019,7,NEIN,NEIN,832,35.07 €,"29,172.21 €"
19/06/2019,7,NEIN,NEIN,660,32.88 €,"21,715.66 €"
20/06/2019,7,JA,JA,0,0.00 €,0.00 €
21/06/2019,7,NEIN,NEIN,1397,35.02 €,"48,924.02 €"
22/06/2019,7,NEIN,NEIN,1211,35.88 €,"43,469.95 €"
23/06/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
24/06/2019,7,NEIN,NEIN,796,38.56 €,"30,679.57 €"
25/06/2019,7,NEIN,NEIN,583,41.00 €,"23,890.04 €"
26/06/2019,7,NEIN,NEIN,674,41.88 €,"28,226.74 €"
27/06/2019,7,NEIN,NEIN,895,23.17 €,"20,745.16 €"
28/06/2019,7,NEIN,NEIN,1327,36.59 €,"48,549.06 €"
29/06/2019,7,NEIN,NEIN,1014,46.82 €,"47,483.13 €"
30/06/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
01/07/2019,7,NEIN,NEIN,1172,35.00 €,"41,022.73 €"
02/07/2019,7,NEIN,NEIN,808,31.10 €,"25,120.13 €"
03/07/2019,7,NEIN,NEIN,1018,29.83 €,"30,376.41 €"
04/07/2019,7,NEIN,NEIN,383,39.95 €,"15,286.22 €"
05/07/2019,7,NEIN,NEIN,1504,32.54 €,"48,932.79 €"
06/07/2019,7,NEIN,NEIN,1482,41.50 €,"61,518.14 €"
07/07/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
08/07/2019,7,NEIN,NEIN,940,26.28 €,"24,710.12 €"
09/07/2019,7,NEIN,NEIN,487,55.20 €,"26,865.62 €"
10/07/2019,7,NEIN,NEIN,629,29.89 €,"18,790.91 €"
11/07/2019,7,NEIN,NEIN,694,33.36 €,"23,168.88 €"
12/07/2019,7,NEIN,NEIN,1307,39.62 €,"51,763.94 €"
13/07/2019,7,NEIN,NEIN,1285,36.38 €,"46,752.49 €"
14/07/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
15/07/2019,7,NEIN,JA,1067,40.42 €,"43,141.98 €"
16/07/2019,7,NEIN,JA,1506,29.69 €,"44,696.73 €"
17/07/2019,7,NEIN,JA,1059,32.07 €,"33,950.50 €"
18/07/2019,7,NEIN,JA,820,36.04 €,"29,553.94 €"
19/07/2019,7,NEIN,JA,2056,39.87 €,"81,982.75 €"
20/07/2019,7,NEIN,JA,2521,29.38 €,"74,068.79 €"
21/07/2019,7,NEIN,JA,0,0.00 €,0.00 €
22/07/2019,7,NEIN,JA,972,33.95 €,"32,985.71 €"
23/07/2019,7,NEIN,JA,1046,43.80 €,"45,827.28 €"
24/07/2019,7,NEIN,JA,1143,45.32 €,"51,808.44 €"
25/07/2019,7,NEIN,JA,427,44.63 €,"19,052.47 €"
26/07/2019,7,NEIN,JA,2666,35.18 €,"93,773.56 €"
27/07/2019,7,NEIN,JA,1885,37.60 €,"70,873.89 €"
28/07/2019,7,NEIN,JA,0,0.00 €,0.00 €
29/07/2019,7,NEIN,JA,1680,27.97 €,"46,996.36 €"
30/07/2019,7,NEIN,JA,912,39.97 €,"36,457.76 €"
31/07/2019,7,NEIN,JA,912,33.90 €,"30,898.76 €"
01/08/2019,7,NEIN,JA,854,35.72 €,"30,494.78 €"
02/08/2019,7,NEIN,JA,2217,42.10 €,"93,321.25 €"
03/08/2019,7,NEIN,JA,2166,40.60 €,"87,923.74 €"
04/08/2019,7,NEIN,JA,0,0.00 €,0.00 €
05/08/2019,7,NEIN,JA,794,40.03 €,"31,792.08 €"
06/08/2019,7,NEIN,JA,1248,34.19 €,"42,686.66 €"
07/08/2019,7,NEIN,JA,1256,39.96 €,"50,201.40 €"
08/08/2019,7,NEIN,JA,892,29.21 €,"26,066.68 €"
09/08/2019,7,NEIN,JA,1192,49.63 €,"59,172.65 €"
10/08/2019,7,NEIN,JA,1768,41.43 €,"73,230.97 €"
11/08/2019,7,NEIN,JA,0,0.00 €,0.00 €
12/08/2019,7,NEIN,JA,3165,19.07 €,"60,363.25 €"
13/08/2019,7,NEIN,JA,1573,28.53 €,"44,883.02 €"
14/08/2019,7,NEIN,JA,669,46.43 €,"31,059.29 €"
15/08/2019,7,NEIN,JA,1050,32.76 €,"34,400.50 €"
16/08/2019,7,NEIN,JA,2022,40.13 €,"81,151.60 €"
17/08/2019,7,NEIN,JA,1901,42.59 €,"80,987.60 €"
18/08/2019,7,NEIN,JA,0,0.00 €,0.00 €
19/08/2019,7,NEIN,JA,894,49.94 €,"44,634.18 €"
20/08/2019,7,NEIN,JA,2128,21.64 €,"46,058.73 €"
21/08/2019,7,NEIN,JA,2501,12.89 €,"32,249.50 €"
22/08/2019,7,NEIN,JA,695,35.66 €,"24,769.26 €"
23/08/2019,7,NEIN,JA,1625,39.25 €,"63,775.04 €"
24/08/2019,7,NEIN,JA,2316,33.69 €,"78,011.78 €"
25/08/2019,7,NEIN,JA,0,0.00 €,0.00 €
26/08/2019,7,NEIN,JA,1318,36.36 €,"47,917.61 €"
27/08/2019,7,NEIN,JA,3071,17.53 €,"53,831.75 €"
28/08/2019,7,NEIN,NEIN,622,37.78 €,"23,490.62 €"
29/08/2019,7,NEIN,NEIN,945,26.25 €,"24,811.18 €"
30/08/2019,7,NEIN,NEIN,1202,43.18 €,"51,877.07 €"
31/08/2019,7,NEIN,NEIN,2108,23.11 €,"48,710.40 €"
01/09/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
02/09/2019,7,NEIN,NEIN,2007,19.50 €,"39,123.03 €"
03/09/2019,7,NEIN,NEIN,867,26.48 €,"22,956.25 €"
04/09/2019,7,NEIN,NEIN,585,32.77 €,"19,165.84 €"
05/09/2019,7,NEIN,NEIN,501,45.69 €,"22,888.04 €"
06/09/2019,7,NEIN,NEIN,946,51.19 €,"48,419.38 €"
07/09/2019,7,NEIN,NEIN,914,45.26 €,"41,363.30 €"
08/09/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
09/09/2019,7,NEIN,NEIN,1197,32.94 €,"39,427.30 €"
10/09/2019,7,NEIN,NEIN,863,30.77 €,"26,550.50 €"
11/09/2019,7,NEIN,NEIN,648,42.85 €,"27,754.06 €"
12/09/2019,7,NEIN,NEIN,488,34.92 €,"17,030.44 €"
13/09/2019,7,NEIN,NEIN,1545,30.15 €,"46,588.59 €"
14/09/2019,7,NEIN,NEIN,2064,26.26 €,"54,186.11 €"
15/09/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
16/09/2019,7,NEIN,NEIN,1031,36.49 €,"37,613.33 €"
17/09/2019,7,NEIN,NEIN,1031,26.48 €,"27,313.36 €"
18/09/2019,7,NEIN,NEIN,1815,16.68 €,"30,280.35 €"
19/09/2019,7,NEIN,NEIN,726,38.40 €,"27,862.02 €"
20/09/2019,7,NEIN,NEIN,1090,53.25 €,"58,027.62 €"
21/09/2019,7,NEIN,NEIN,1501,38.80 €,"58,237.81 €"
22/09/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
23/09/2019,7,NEIN,NEIN,1099,32.13 €,"35,322.36 €"
24/09/2019,7,NEIN,NEIN,1088,25.64 €,"27,903.14 €"
25/09/2019,7,NEIN,NEIN,663,50.54 €,"33,525.25 €"
26/09/2019,7,NEIN,NEIN,457,50.84 €,"23,223.93 €"
27/09/2019,7,NEIN,NEIN,1611,37.99 €,"61,203.04 €"
28/09/2019,7,NEIN,NEIN,1608,36.23 €,"58,259.01 €"
29/09/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
30/09/2019,7,NEIN,NEIN,509,53.56 €,"27,267.12 €"
01/10/2019,7,NEIN,NEIN,1110,32.86 €,"36,457.34 €"
02/10/2019,7,NEIN,NEIN,870,35.65 €,"31,005.11 €"
03/10/2019,7,JA,JA,0,0.00 €,0.00 €
04/10/2019,7,NEIN,NEIN,2742,19.83 €,"54,367.63 €"
05/10/2019,7,NEIN,NEIN,1765,33.00 €,"58,237.84 €"
06/10/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
07/10/2019,7,NEIN,NEIN,537,45.48 €,"24,398.67 €"
08/10/2019,7,NEIN,NEIN,367,50.04 €,"18,345.47 €"
09/10/2019,7,NEIN,NEIN,869,32.21 €,"27,990.61 €"
10/10/2019,7,NEIN,NEIN,678,34.74 €,"23,542.62 €"
11/10/2019,7,NEIN,NEIN,1325,35.32 €,"46,812.55 €"
12/10/2019,7,NEIN,NEIN,1513,34.89 €,"52,766.68 €"
13/10/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
14/10/2019,7,NEIN,JA,1620,28.34 €,"45,902.19 €"
15/10/2019,7,NEIN,JA,852,45.86 €,"39,064.84 €"
16/10/2019,7,NEIN,JA,1097,37.64 €,"41,279.24 €"
17/10/2019,7,NEIN,JA,803,31.20 €,"25,067.11 €"
18/10/2019,7,NEIN,JA,3263,23.76 €,"77,534.92 €"
19/10/2019,7,NEIN,JA,2395,28.63 €,"68,586.42 €"
20/10/2019,7,NEIN,JA,0,0.00 €,0.00 €
21/10/2019,7,NEIN,JA,980,37.50 €,"36,743.06 €"
22/10/2019,7,NEIN,JA,714,47.27 €,"33,741.92 €"
23/10/2019,7,NEIN,JA,740,44.73 €,"33,096.97 €"
24/10/2019,7,NEIN,JA,760,37.10 €,"28,182.79 €"
25/10/2019,7,NEIN,JA,1684,35.02 €,"58,981.67 €"
26/10/2019,7,NEIN,JA,2633,35.19 €,"92,656.17 €"
27/10/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
28/10/2019,7,NEIN,NEIN,468,51.00 €,"23,854.09 €"
29/10/2019,7,NEIN,NEIN,1056,26.97 €,"28,486.18 €"
30/10/2019,7,NEIN,NEIN,865,31.64 €,"27,375.36 €"
31/10/2019,7,NEIN,NEIN,879,32.39 €,"28,478.71 €"
01/11/2019,7,JA,JA,0,0.00 €,0.00 €
02/11/2019,7,NEIN,NEIN,2192,26.01 €,"56,994.08 €"
03/11/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
04/11/2019,7,NEIN,NEIN,551,42.83 €,"23,599.19 €"
05/11/2019,7,NEIN,NEIN,526,55.32 €,"29,113.07 €"
06/11/2019,7,NEIN,NEIN,759,28.50 €,"21,630.27 €"
07/11/2019,7,NEIN,NEIN,909,23.61 €,"21,467.88 €"
08/11/2019,7,NEIN,NEIN,1294,39.89 €,"51,597.09 €"
09/11/2019,7,NEIN,NEIN,1064,49.18 €,"52,344.43 €"
10/11/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
11/11/2019,7,NEIN,NEIN,752,37.70 €,"28,366.51 €"
12/11/2019,7,NEIN,NEIN,797,41.55 €,"33,117.31 €"
13/11/2019,7,NEIN,NEIN,769,34.96 €,"26,886.26 €"
14/11/2019,7,NEIN,NEIN,626,34.28 €,"21,461.11 €"
15/11/2019,7,NEIN,NEIN,2513,25.26 €,"63,478.04 €"
16/11/2019,7,NEIN,NEIN,1628,32.90 €,"53,550.65 €"
17/11/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
18/11/2019,7,NEIN,NEIN,436,53.48 €,"23,293.38 €"
19/11/2019,7,NEIN,NEIN,565,40.24 €,"22,732.24 €"
20/11/2019,7,NEIN,NEIN,795,28.09 €,"22,339.86 €"
21/11/2019,7,NEIN,NEIN,244,38.68 €,"9,429.99 €"
22/11/2019,7,NEIN,NEIN,1018,42.92 €,"43,689.73 €"
23/11/2019,7,NEIN,NEIN,1652,32.64 €,"53,910.29 €"
24/11/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
25/11/2019,7,NEIN,NEIN,959,30.89 €,"29,627.93 €"
26/11/2019,7,NEIN,NEIN,843,39.39 €,"33,217.92 €"
27/11/2019,7,NEIN,NEIN,1078,26.01 €,"28,026.12 €"
28/11/2019,7,NEIN,NEIN,1003,21.74 €,"21,801.31 €"
29/11/2019,7,NEIN,NEIN,1081,49.72 €,"53,723.05 €"
30/11/2019,7,NEIN,NEIN,1893,22.69 €,"42,936.17 €"
01/12/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
02/12/2019,7,NEIN,NEIN,1139,30.15 €,"34,355.34 €"
03/12/2019,7,NEIN,NEIN,643,44.63 €,"28,721.35 €"
04/12/2019,7,NEIN,NEIN,614,49.50 €,"30,372.61 €"
05/12/2019,7,NEIN,NEIN,489,34.97 €,"17,095.14 €"
06/12/2019,7,NEIN,NEIN,1103,40.10 €,"44,237.28 €"
07/12/2019,7,NEIN,NEIN,1785,36.97 €,"65,983.13 €"
08/12/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
09/12/2019,7,NEIN,NEIN,721,31.01 €,"22,350.41 €"
10/12/2019,7,NEIN,NEIN,514,40.69 €,"20,921.73 €"
11/12/2019,7,NEIN,NEIN,643,35.37 €,"22,747.41 €"
12/12/2019,7,NEIN,NEIN,526,37.53 €,"19,739.38 €"
13/12/2019,7,NEIN,NEIN,2061,28.35 €,"58,425.51 €"
14/12/2019,7,NEIN,NEIN,1808,32.08 €,"58,015.76 €"
15/12/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
16/12/2019,7,NEIN,NEIN,1261,32.07 €,"40,434.57 €"
17/12/2019,7,NEIN,NEIN,621,46.50 €,"28,873.39 €"
18/12/2019,7,NEIN,NEIN,769,34.00 €,"26,134.59 €"
19/12/2019,7,NEIN,NEIN,455,33.52 €,"15,241.86 €"
20/12/2019,7,NEIN,NEIN,1471,31.07 €,"45,705.80 €"
21/12/2019,7,NEIN,NEIN,1492,39.41 €,"58,787.14 €"
22/12/2019,7,NEIN,NEIN,0,0.00 €,0.00 €
23/12/2019,7,NEIN,JA,1398,35.79 €,"50,031.86 €"
24/12/2019,7,NEIN,JA,1084,43.18 €,"46,796.24 €"
25/12/2019,7,JA,NEIN,0,0.00 €,0.00 €
26/12/2019,7,JA,NEIN,0,0.00 €,0.00 €
27/12/2019,7,NEIN,JA,2700,32.80 €,"88,571.96 €"
28/12/2019,7,NEIN,JA,2470,29.89 €,"73,831.94 €"
29/12/2019,7,NEIN,JA,0,0.00 €,0.00 €
30/12/2019,7,NEIN,JA,1019,37.86 €,"38,592.04 €"
31/12/2019,7,NEIN,JA,851,40.14 €,"34,180.15 €"
01/01/2020,7,JA,NEIN,0,0.00 €,0.00 €
02/01/2020,7,NEIN,JA,741,32.54 €,"24,108.72 €"
03/01/2020,7,NEIN,JA,2147,40.38 €,"86,702.54 €"
04/01/2020,7,NEIN,JA,1766,44.30 €,"78,240.58 €"
05/01/2020,7,NEIN,JA,0,0.00 €,0.00 €
06/01/2020,7,NEIN,JA,1036,44.31 €,"45,915.06 €"
07/01/2020,7,NEIN,NEIN,881,36.04 €,"31,737.35 €"
08/01/2020,7,NEIN,NEIN,606,28.05 €,"16,991.48 €"
09/01/2020,7,NEIN,NEIN,624,44.45 €,"27,746.26 €"
10/01/2020,7,NEIN,NEIN,2669,22.56 €,"60,206.62 €"
11/01/2020,7,NEIN,NEIN,1760,35.14 €,"61,854.20 €"
12/01/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
13/01/2020,7,NEIN,NEIN,517,35.27 €,"18,248.60 €"
14/01/2020,7,NEIN,NEIN,793,29.84 €,"23,668.13 €"
15/01/2020,7,NEIN,NEIN,882,28.99 €,"25,584.92 €"
16/01/2020,7,NEIN,NEIN,421,48.32 €,"20,360.03 €"
17/01/2020,7,NEIN,NEIN,1468,39.84 €,"58,492.45 €"
18/01/2020,7,NEIN,NEIN,875,46.27 €,"40,471.20 €"
19/01/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
20/01/2020,7,NEIN,NEIN,865,34.12 €,"29,525.62 €"
21/01/2020,7,NEIN,NEIN,802,29.33 €,"23,512.23 €"
22/01/2020,7,NEIN,NEIN,730,36.57 €,"26,703.17 €"
23/01/2020,7,NEIN,NEIN,483,34.13 €,"16,482.79 €"
24/01/2020,7,NEIN,NEIN,2211,30.21 €,"66,789.69 €"
25/01/2020,7,NEIN,NEIN,1777,30.45 €,"54,116.45 €"
26/01/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
27/01/2020,7,NEIN,NEIN,729,38.91 €,"28,377.19 €"
28/01/2020,7,NEIN,NEIN,735,44.51 €,"32,708.36 €"
29/01/2020,7,NEIN,NEIN,608,35.53 €,"21,592.28 €"
30/01/2020,7,NEIN,NEIN,389,30.03 €,"11,689.17 €"
31/01/2020,7,NEIN,NEIN,1602,32.63 €,"52,274.07 €"
01/02/2020,7,NEIN,NEIN,1668,32.41 €,"54,074.06 €"
02/02/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
03/02/2020,7,NEIN,NEIN,1135,28.44 €,"32,277.47 €"
04/02/2020,7,NEIN,NEIN,898,28.09 €,"25,228.06 €"
05/02/2020,7,NEIN,NEIN,946,22.89 €,"21,650.87 €"
06/02/2020,7,NEIN,NEIN,706,25.72 €,"18,151.79 €"
07/02/2020,7,NEIN,NEIN,1526,33.08 €,"50,490.23 €"
08/02/2020,7,NEIN,NEIN,1317,40.05 €,"52,754.95 €"
09/02/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
10/02/2020,7,NEIN,NEIN,857,30.84 €,"26,436.54 €"
11/02/2020,7,NEIN,NEIN,787,30.87 €,"24,297.85 €"
12/02/2020,7,NEIN,NEIN,368,48.61 €,"17,869.48 €"
13/02/2020,7,NEIN,NEIN,762,28.85 €,"21,971.81 €"
14/02/2020,7,NEIN,NEIN,1541,28.32 €,"43,636.34 €"
15/02/2020,7,NEIN,NEIN,1234,30.47 €,"37,609.33 €"
16/02/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
17/02/2020,7,NEIN,NEIN,1015,31.27 €,"31,732.51 €"
18/02/2020,7,NEIN,NEIN,1047,27.89 €,"29,201.07 €"
19/02/2020,7,NEIN,NEIN,581,35.16 €,"20,438.18 €"
20/02/2020,7,NEIN,NEIN,538,31.48 €,"16,939.49 €"
21/02/2020,7,NEIN,NEIN,2014,27.00 €,"54,381.37 €"
22/02/2020,7,NEIN,NEIN,1361,36.86 €,"50,166.20 €"
23/02/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
24/02/2020,7,NEIN,NEIN,693,33.29 €,"23,055.02 €"
25/02/2020,7,NEIN,NEIN,958,24.63 €,"23,584.12 €"
26/02/2020,7,NEIN,NEIN,727,31.88 €,"23,182.39 €"
27/02/2020,7,NEIN,NEIN,461,50.31 €,"23,181.77 €"
28/02/2020,7,NEIN,NEIN,1364,36.46 €,"49,708.40 €"
29/02/2020,7,NEIN,NEIN,2426,27.15 €,"65,874.45 €"
01/03/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
02/03/2020,7,NEIN,NEIN,1280,25.93 €,"33,189.51 €"
03/03/2020,7,NEIN,NEIN,519,37.55 €,"19,494.70 €"
04/03/2020,7,NEIN,NEIN,1552,18.36 €,"28,497.29 €"
05/03/2020,7,NEIN,NEIN,730,33.36 €,"24,366.34 €"
06/03/2020,7,NEIN,NEIN,1846,27.98 €,"51,634.95 €"
07/03/2020,7,NEIN,NEIN,1642,38.33 €,"62,934.23 €"
08/03/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
09/03/2020,7,NEIN,NEIN,953,23.78 €,"22,663.17 €"
10/03/2020,7,NEIN,NEIN,909,35.56 €,"32,323.51 €"
11/03/2020,7,NEIN,NEIN,709,40.57 €,"28,772.28 €"
12/03/2020,7,NEIN,NEIN,675,42.17 €,"28,466.28 €"
13/03/2020,7,NEIN,NEIN,1383,39.39 €,"54,498.24 €"
14/03/2020,7,NEIN,NEIN,1355,39.61 €,"53,663.64 €"
15/03/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
16/03/2020,7,NEIN,NEIN,565,49.44 €,"27,952.10 €"
17/03/2020,7,NEIN,NEIN,463,38.63 €,"17,883.65 €"
18/03/2020,7,NEIN,NEIN,895,29.31 €,"26,241.17 €"
19/03/2020,7,NEIN,NEIN,982,22.54 €,"22,142.98 €"
20/03/2020,7,NEIN,NEIN,1689,26.30 €,"44,419.84 €"
21/03/2020,7,NEIN,NEIN,2284,24.31 €,"55,541.58 €"
22/03/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
23/03/2020,7,NEIN,NEIN,852,42.41 €,"36,135.35 €"
24/03/2020,7,NEIN,NEIN,866,39.70 €,"34,374.38 €"
25/03/2020,7,NEIN,NEIN,996,29.50 €,"29,382.23 €"
26/03/2020,7,NEIN,NEIN,556,34.42 €,"19,129.27 €"
27/03/2020,7,NEIN,NEIN,2351,23.02 €,"54,126.03 €"
28/03/2020,7,NEIN,NEIN,1521,42.80 €,"65,108.14 €"
29/03/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
30/03/2020,7,NEIN,NEIN,826,34.32 €,"28,351.16 €"
31/03/2020,7,NEIN,NEIN,610,47.13 €,"28,767.14 €"
01/04/2020,7,NEIN,NEIN,825,33.50 €,"27,642.53 €"
02/04/2020,7,NEIN,NEIN,512,49.45 €,"25,324.75 €"
03/04/2020,7,NEIN,NEIN,1753,30.88 €,"54,144.24 €"
04/04/2020,7,NEIN,NEIN,1509,35.04 €,"52,895.54 €"
05/04/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
06/04/2020,7,NEIN,JA,968,44.62 €,"43,193.70 €"
07/04/2020,7,NEIN,JA,1260,37.05 €,"46,677.99 €"
08/04/2020,7,NEIN,JA,809,35.99 €,"29,097.77 €"
09/04/2020,7,NEIN,JA,1522,26.25 €,"39,944.74 €"
10/04/2020,7,JA,NEIN,0,0.00 €,0.00 €
11/04/2020,7,NEIN,JA,2168,37.76 €,"81,864.48 €"
12/04/2020,7,NEIN,JA,0,0.00 €,0.00 €
13/04/2020,7,JA,NEIN,0,0.00 €,0.00 €
14/04/2020,7,NEIN,JA,895,36.67 €,"32,824.38 €"
15/04/2020,7,NEIN,JA,1306,28.84 €,"37,655.79 €"
16/04/2020,7,NEIN,JA,675,28.34 €,"19,142.04 €"
17/04/2020,7,NEIN,JA,2043,31.79 €,"64,944.64 €"
18/04/2020,7,NEIN,JA,1423,44.06 €,"62,678.54 €"
19/04/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
20/04/2020,7,NEIN,NEIN,858,31.04 €,"26,621.73 €"
21/04/2020,7,NEIN,NEIN,923,33.05 €,"30,485.77 €"
22/04/2020,7,NEIN,NEIN,655,34.50 €,"22,586.25 €"
23/04/2020,7,NEIN,NEIN,406,34.00 €,"13,803.06 €"
24/04/2020,7,NEIN,NEIN,1883,26.70 €,"50,270.22 €"
25/04/2020,7,NEIN,NEIN,1673,35.49 €,"59,373.71 €"
26/04/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
27/04/2020,7,NEIN,NEIN,819,40.26 €,"32,968.97 €"
28/04/2020,7,NEIN,NEIN,1116,35.64 €,"39,792.31 €"
29/04/2020,7,NEIN,NEIN,522,43.95 €,"22,951.45 €"
30/04/2020,7,NEIN,NEIN,519,43.52 €,"22,591.47 €"
01/05/2020,7,JA,JA,0,0.00 €,0.00 €
02/05/2020,7,NEIN,NEIN,1743,39.59 €,"68,988.24 €"
03/05/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
04/05/2020,7,NEIN,NEIN,933,27.18 €,"25,352.45 €"
05/05/2020,7,NEIN,NEIN,759,42.19 €,"32,035.10 €"
06/05/2020,7,NEIN,NEIN,1367,24.69 €,"33,746.46 €"
07/05/2020,7,NEIN,NEIN,641,36.09 €,"23,148.75 €"
08/05/2020,7,NEIN,NEIN,1769,27.85 €,"49,270.80 €"
09/05/2020,7,NEIN,NEIN,1746,30.99 €,"54,114.86 €"
10/05/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
11/05/2020,7,NEIN,NEIN,1007,29.62 €,"29,831.53 €"
12/05/2020,7,NEIN,NEIN,1119,23.90 €,"26,739.14 €"
13/05/2020,7,NEIN,NEIN,606,39.01 €,"23,657.99 €"
14/05/2020,7,NEIN,NEIN,549,36.92 €,"20,270.94 €"
15/05/2020,7,NEIN,NEIN,1979,23.97 €,"47,451.46 €"
16/05/2020,7,NEIN,NEIN,1444,45.12 €,"65,157.51 €"
17/05/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
18/05/2020,7,NEIN,NEIN,751,41.96 €,"31,499.61 €"
19/05/2020,7,NEIN,NEIN,720,35.14 €,"25,294.92 €"
20/05/2020,7,NEIN,NEIN,390,33.42 €,"13,027.07 €"
21/05/2020,7,JA,JA,0,0.00 €,0.00 €
22/05/2020,7,NEIN,NEIN,1460,37.72 €,"55,051.75 €"
23/05/2020,7,NEIN,NEIN,1017,48.81 €,"49,657.78 €"
24/05/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
25/05/2020,7,NEIN,NEIN,705,32.19 €,"22,707.99 €"
26/05/2020,7,NEIN,NEIN,742,40.05 €,"29,703.05 €"
27/05/2020,7,NEIN,NEIN,772,46.45 €,"35,864.95 €"
28/05/2020,7,NEIN,NEIN,424,34.33 €,"14,551.45 €"
29/05/2020,7,NEIN,NEIN,961,41.58 €,"39,972.03 €"
30/05/2020,7,NEIN,NEIN,1181,48.18 €,"56,895.38 €"
31/05/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
01/06/2020,7,JA,JA,0,0.00 €,0.00 €
02/06/2020,7,NEIN,JA,1068,37.20 €,"39,726.69 €"
03/06/2020,7,NEIN,NEIN,893,20.70 €,"18,479.12 €"
04/06/2020,7,NEIN,NEIN,801,33.18 €,"26,571.52 €"
05/06/2020,7,NEIN,NEIN,1238,41.64 €,"51,558.28 €"
06/06/2020,7,NEIN,NEIN,1495,36.03 €,"53,863.38 €"
07/06/2020,7,NEIN,NEIN,0,0.00 €,0.00 €
